"15590259","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","hello there"
"15590264","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Hello. This is Matt from Tidio Chat support."
"15590269","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Is there anything I can help you with today?"
"15590276","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Yes"
"15590289","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Is this chat application for Wordpress?"
"15590297","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","or compatible"
"15590299","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Yes that is correct :)"
"15590311","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","https://wordpress.org/support/view/plugin-reviews/tidio-live-chat"
"15590332","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Thanks, what can I do with the free plan?"
"15590338","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","for starters"
"15590344","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","We're still using Zopim at the moment"
"15590376","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","You can see all the information about our features and plans under: https://www.tidiochat.com/en/pricing"
"15590399","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","thanks"
"15590413","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Please note when I click on ""settings"", the box does not go away"
"15590424","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","https://tidio-files.s3.amazonaws.com/6dc9e232633fe6efad6f09906225f05a.png"
"15590427","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Could I ask for a screenshot of that ?"
"15590431","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Oh thank you :)"
"15590438","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","here u go"
"15590448","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","it only dissapears after I send a file"
"15590452","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Not even when you click the ""cog"" icon again ?"
"15590460","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Nope"
"15590474","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","am using Opera on Mac Osx el Capitan"
"15590482","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Okay thank you, we will check that."
"15590489","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Also our recommended and most supported browser is Google Chrome"
"15590497","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Yes, but it should work on any, right ;)"
"15590506","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","and Opera is using the Chrome engine"
"15590510","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Correct :)"
"15590512","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","as far as I know"
"15590524","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","We will check that as soon as possible, probably a minor bug"
"15590526","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Probably"
"15590529","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Another question"
"15590544","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Is it possible to move the widget to let's say the middle right or left of the screen?"
"15590563","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Currently it is only possible to change the widget position from bottom right to bottom left"
"15590572","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","OK,"
"15590600","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","have the extra options would really make a difference. I see a lot of people asking for that"
"15590606","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Thanks for now"
"15590628","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Switching the chat position to middle right or left ?"
"15590635","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","We're also looking at intercom.io"
"15590639","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Looks like we will need to implement that :)"
"15590641","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","yes"
"15590646","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","great"
"15590663","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1",":)"
"15590676","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","bye bye"
"15590718","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Have a great day! And thank you for the suggestions."
"15590784","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","you're welcome"
"15590808","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1",":)"
"15592001","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Hi there"
"15592013","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","113702","1","Hi again"
"15592036","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","I noticed you do have the option to place the widget on the side"
"15592043","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","left/right"
"15592056","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","just wanted to point that out"
"15592076","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","I have it installed on our staging server now"
"15592095","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","113702","1","I see, did you experience any issues with that?"
"15592122","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","no, it looks fine. Does the sidebar widget change when you go offline?"
"15592180","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","113702","1","No, customer will need to click on it so that he can see an actual status displayed by the widget"
"15592185","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Great"
"15592188","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","thanx"
"15592191","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","113702","1","No problem whatsoever"
"15592333","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","can you remove ""powered by tidio chat""?"
"15592393","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Yes it is possible, please use this link if you would like to remove it, https://www.tidiochat.com/panel#addons"
"15592401","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","by the way, you do not see a clear notification when someone sends a chat, only a sound"
"15592403","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","It is a single payment"
"15592411","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","but so far, I like it"
"15592421","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","The notification should be available in the top right corner of your screen"
"15592433","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","really"
"15592451","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","I try again"
"15592476","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","No"
"15592477","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Are you using our web browser or the desktop app ?"
"15592488","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","web browser"
"15592507","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Perhaps it's because the trial notice on the top of the screen"
"15592515","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","This should not be the case"
"15592520","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","OK"
"15592532","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","I do not see a notice"
"15592565","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Was there a notification in your browser asking you to allow for a popup notifications ?"
"15592579","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","I don't think so"
"15592581","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","hol don"
"15592586","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","This should happen on the first Chat panel enter"
"15592601","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","I see a notice bottom left"
"15592633","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Missed that"
"15592642","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Should be all good now :)"
"15592648","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","sure"
"15592657","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","If there would be anything else we could help you with, please let us know."
"15592666","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Or send us a message at support@tidio.net"
"15592677","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","will do, thanx and good night"
"15592704","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","85275","1","Thank you and have a good night as well!"
"15613846","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","0","1","Can I hide the sidebar when we're offline?"
"15613858","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","107519","1","Hello, unfortunately no, it cannot be hidden"
"41179934","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","N","1","The system does not let me log in"
"41180004","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","287525","1","Hello, thanks for contacting Tidio Chat support. This is Wojtek. Can you send me a screenshot of the message you get when you try to log in?"
"41180065","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","N","1","I'm now logged in via mobile chat"
"41180119","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","N","1","https://tidio-files.s3.amazonaws.com/6c463e203a15636c8f34367bef217f93.png"
"41180208","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","287525","1","OK, and how does it look when you try to log  in? Is there an error?"
"83018975","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","visitor","N","1","Hi"
"83019012","5760223","25829","f5ebyhtw9e7yx4d9v00zx1dt21jws0we","chat","operator","107519","1","Hello, this is Martin from Tidio Chat support, what can I do for you?"
